part,step_id,variant,model,seed,cv,subset,target,train_mode,test_domain,n_added,n,n_total,n_groups,n_test,R2,RMSE,MAE
ofatseq,n=9,,Random Forest,49,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.18563919566593035,6.491644293382501,4.6390499999999975
ofatseq,n=9,,Random Forest,50,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.17969932799045818,6.515275987614933,4.670197222222218
ofatseq,n=9,,Random Forest,51,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,0.21329579503980634,6.38046042467418,4.449733333333332
ofatseq,n=9,,XGBoost,42,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.26586065949189286,8.09355337335606,5.981843647427031
ofatseq,n=9,,XGBoost,43,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.1707829495475277,7.783671128051757,5.671681391398113
ofatseq,n=9,,XGBoost,44,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.3146721767867888,8.248120923827136,6.2630600272284624
ofatseq,n=9,,XGBoost,45,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.42645331347438953,8.591620084928637,6.5388772625393345
ofatseq,n=9,,XGBoost,46,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.3260580996605109,8.283760990694935,6.2283274205525725
ofatseq,n=9,,XGBoost,47,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.29558807639124396,8.188036213054758,5.838930244445802
ofatseq,n=9,,XGBoost,48,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.12612214135495559,7.633769322019281,5.8241675567626965
ofatseq,n=9,,XGBoost,49,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.4227697868456499,8.580519855331724,6.566068318684897
ofatseq,n=9,,XGBoost,50,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.1874369274507779,7.83883564625377,5.886411654154461
ofatseq,n=9,,XGBoost,51,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.24176054068438546,8.01613848046163,5.820331242879232
ofatseq,n=9,,GPR,42,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.4864868747158553,8.770549882430243,5.962443252408286
ofatseq,n=9,,GPR,43,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.4864869873757218,8.770550214787354,5.962442807697115
ofatseq,n=9,,GPR,44,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.48648732771274683,8.77055121881323,5.9624446717054225
ofatseq,n=9,,GPR,45,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.48648745844743346,8.770551604492683,5.962445990322438
ofatseq,n=9,,GPR,46,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.48648712127512317,8.770550609803054,5.962445022975662
ofatseq,n=9,,GPR,47,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.48648766548985445,8.770552215286996,5.962451559970912
ofatseq,n=9,,GPR,48,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.48648691552021606,8.770550002806914,5.96244182689728
ofatseq,n=9,,GPR,49,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.4864875247170617,8.770551799994227,5.96245184985525
ofatseq,n=9,,GPR,50,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.4864871452381543,8.770550680496225,5.962442850790063
ofatseq,n=9,,GPR,51,LOCO,OFAT,Thickness_mean,,all,,9,9,9,9,-0.48648708646680316,8.77055050711527,5.962443981954617
ofatseq,n=10,,Ridge,42,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
ofatseq,n=10,,Ridge,43,LOCO,OFAT,Thickness_mean,,all,,10,10,10,10,-0.2686344477306004,8.597451835059614,5.855193690543008
